customer,history,combined_rcmnds,combined_scores,image_rcmnds,image_scores,tfrs_rcmnds,tfrs_scores,text_rcmnds,text_scores,feature_rcmnds,feature_scores
001b6f3f3365fe335f8a3b818eb60b1ccd6c764707d73a47b03ca8734ae8fe0a,"[741478001, 733098018, 714807004, 863775001, 738567003, 599580083, 860820001, 684209025, 832453006, 801068005, 895506001, 876053001, 621381001, 860819001, 594987012, 753802006, 859205001, 572998012]",885465006,0.09,795850002,0.69,621336003,0.9,712375001,0.87,838055003,0.53
001b6f3f3365fe335f8a3b818eb60b1ccd6c764707d73a47b03ca8734ae8fe0a,"[741478001, 733098018, 714807004, 863775001, 738567003, 599580083, 860820001, 684209025, 832453006, 801068005, 895506001, 876053001, 621381001, 860819001, 594987012, 753802006, 859205001, 572998012]",864980001,0.09,652016001,0.69,757006002,0.89,864513001,0.87,684209025,0.53
001b6f3f3365fe335f8a3b818eb60b1ccd6c764707d73a47b03ca8734ae8fe0a,"[741478001, 733098018, 714807004, 863775001, 738567003, 599580083, 860820001, 684209025, 832453006, 801068005, 895506001, 876053001, 621381001, 860819001, 594987012, 753802006, 859205001, 572998012]",611286002,0.09,652016002,0.68,865912001,0.88,864513006,0.87,811835004,0.53
001b6f3f3365fe335f8a3b818eb60b1ccd6c764707d73a47b03ca8734ae8fe0a,"[741478001, 733098018, 714807004, 863775001, 738567003, 599580083, 860820001, 684209025, 832453006, 801068005, 895506001, 876053001, 621381001, 860819001, 594987012, 753802006, 859205001, 572998012]",881400001,0.09,760111002,0.68,618899009,0.88,872000001,0.87,854677003,0.53
001b6f3f3365fe335f8a3b818eb60b1ccd6c764707d73a47b03ca8734ae8fe0a,"[741478001, 733098018, 714807004, 863775001, 738567003, 599580083, 860820001, 684209025, 832453006, 801068005, 895506001, 876053001, 621381001, 860819001, 594987012, 753802006, 859205001, 572998012]",241436006,0.09,835712001,0.68,578589002,0.88,872000003,0.87,854679003,0.53
001b6f3f3365fe335f8a3b818eb60b1ccd6c764707d73a47b03ca8734ae8fe0a,"[741478001, 733098018, 714807004, 863775001, 738567003, 599580083, 860820001, 684209025, 832453006, 801068005, 895506001, 876053001, 621381001, 860819001, 594987012, 753802006, 859205001, 572998012]",894768001,0.09,795921001,0.67,613666005,0.88,872000005,0.87,688537026,0.53
001b6f3f3365fe335f8a3b818eb60b1ccd6c764707d73a47b03ca8734ae8fe0a,"[741478001, 733098018, 714807004, 863775001, 738567003, 599580083, 860820001, 684209025, 832453006, 801068005, 895506001, 876053001, 621381001, 860819001, 594987012, 753802006, 859205001, 572998012]",510618004,0.09,665477012,0.67,728160001,0.88,872000004,0.87,854683003,0.53
0002e6a17e3a75600888cac019846a600c9c6fe2bc1565613c6fa6c13f727071,"[692632001, 692632001, 426199002, 687176001, 687176001, 477107016, 715126006, 768465002, 733101002, 789303002, 723529001, 826949001, 826949004]",930578001,0.11,804296001,0.71,772349013,0.95,568472001,0.84,679280015,0.65
0002e6a17e3a75600888cac019846a600c9c6fe2bc1565613c6fa6c13f727071,"[692632001, 692632001, 426199002, 687176001, 687176001, 477107016, 715126006, 768465002, 733101002, 789303002, 723529001, 826949001, 826949004]",906382001,0.11,756320005,0.69,727846001,0.95,854787001,0.84,741806002,0.65
0002e6a17e3a75600888cac019846a600c9c6fe2bc1565613c6fa6c13f727071,"[692632001, 692632001, 426199002, 687176001, 687176001, 477107016, 715126006, 768465002, 733101002, 789303002, 723529001, 826949001, 826949004]",575460009,0.11,756320020,0.67,733990003,0.95,507361001,0.83,822311005,0.65
0002e6a17e3a75600888cac019846a600c9c6fe2bc1565613c6fa6c13f727071,"[692632001, 692632001, 426199002, 687176001, 687176001, 477107016, 715126006, 768465002, 733101002, 789303002, 723529001, 826949001, 826949004]",713995022,0.1,777709001,0.67,723054001,0.95,864513001,0.83,826955008,0.65
0002e6a17e3a75600888cac019846a600c9c6fe2bc1565613c6fa6c13f727071,"[692632001, 692632001, 426199002, 687176001, 687176001, 477107016, 715126006, 768465002, 733101002, 789303002, 723529001, 826949001, 826949004]",726282001,0.1,736887004,0.67,617645001,0.95,864513006,0.83,792469002,0.61
0002e6a17e3a75600888cac019846a600c9c6fe2bc1565613c6fa6c13f727071,"[692632001, 692632001, 426199002, 687176001, 687176001, 477107016, 715126006, 768465002, 733101002, 789303002, 723529001, 826949001, 826949004]",870449001,0.1,800790001,0.67,870119002,0.95,630391006,0.83,735607005,0.61
0002e6a17e3a75600888cac019846a600c9c6fe2bc1565613c6fa6c13f727071,"[692632001, 692632001, 426199002, 687176001, 687176001, 477107016, 715126006, 768465002, 733101002, 789303002, 723529001, 826949001, 826949004]",620253001,0.1,756320013,0.66,883537001,0.95,630391001,0.83,778330001,0.61
0002e6a17e3a75600888cac019846a600c9c6fe2bc1565613c6fa6c13f727071,"[692632001, 692632001, 426199002, 687176001, 687176001, 477107016, 715126006, 768465002, 733101002, 789303002, 723529001, 826949001, 826949004]",648572001,0.1,643642001,0.66,826204003,0.95,630391002,0.83,547365011,0.6
0028705bb2be02776dd451e321d033ab791ceae6e5d3fd652e101782f62b3750,"[862399001, 856808001, 865034001, 882651001, 856310003, 866755002, 854733002, 892354005, 880852001]",533401002,0.07,884690003,0.48,584940008,0.95,746487002,0.91,807740001,0.45
0028705bb2be02776dd451e321d033ab791ceae6e5d3fd652e101782f62b3750,"[862399001, 856808001, 865034001, 882651001, 856310003, 866755002, 854733002, 892354005, 880852001]",864980001,0.06,499588002,0.48,759643001,0.95,746487003,0.91,807716001,0.45
0028705bb2be02776dd451e321d033ab791ceae6e5d3fd652e101782f62b3750,"[862399001, 856808001, 865034001, 882651001, 856310003, 866755002, 854733002, 892354005, 880852001]",398863007,0.06,693295001,0.47,709269004,0.94,746487005,0.91,859053002,0.45
0028705bb2be02776dd451e321d033ab791ceae6e5d3fd652e101782f62b3750,"[862399001, 856808001, 865034001, 882651001, 856310003, 866755002, 854733002, 892354005, 880852001]",651645003,0.05,685534002,0.46,551462012,0.94,906794001,0.91,866247001,0.43
0028705bb2be02776dd451e321d033ab791ceae6e5d3fd652e101782f62b3750,"[862399001, 856808001, 865034001, 882651001, 856310003, 866755002, 854733002, 892354005, 880852001]",690237001,0.05,194270044,0.46,834440001,0.94,906794003,0.91,737613002,0.43
0028705bb2be02776dd451e321d033ab791ceae6e5d3fd652e101782f62b3750,"[862399001, 856808001, 865034001, 882651001, 856310003, 866755002, 854733002, 892354005, 880852001]",488546013,0.05,542474001,0.46,746823001,0.94,906794004,0.91,807734001,0.41
0028705bb2be02776dd451e321d033ab791ceae6e5d3fd652e101782f62b3750,"[862399001, 856808001, 865034001, 882651001, 856310003, 866755002, 854733002, 892354005, 880852001]",931300001,0.05,753085005,0.45,818553007,0.93,906794002,0.91,737619001,0.41
0028705bb2be02776dd451e321d033ab791ceae6e5d3fd652e101782f62b3750,"[862399001, 856808001, 865034001, 882651001, 856310003, 866755002, 854733002, 892354005, 880852001]",736767021,0.05,856735001,0.45,624959015,0.93,656304001,0.91,613533001,0.39
0008f66f5804877333ab9942c880b4a222f5b1a9f6ce272fd7b22a57a7e0bf05,"[685816041, 815092005, 685816036, 452898031, 815092004, 763275014, 836997011, 687635016, 685811002, 574109042, 797079002, 816586006, 945995002, 523490007, 855834006]",774627010,0.07,914071001,0.44,841402004,0.99,815092013,0.85,570002007,0.61
0008f66f5804877333ab9942c880b4a222f5b1a9f6ce272fd7b22a57a7e0bf05,"[685816041, 815092005, 685816036, 452898031, 815092004, 763275014, 836997011, 687635016, 685811002, 574109042, 797079002, 816586006, 945995002, 523490007, 855834006]",820351001,0.06,892983004,0.44,762600009,0.99,815092002,0.85,570002083,0.61
0008f66f5804877333ab9942c880b4a222f5b1a9f6ce272fd7b22a57a7e0bf05,"[685816041, 815092005, 685816036, 452898031, 815092004, 763275014, 836997011, 687635016, 685811002, 574109042, 797079002, 816586006, 945995002, 523490007, 855834006]",857574006,0.06,599502009,0.43,507431028,0.99,815092003,0.85,805455004,0.6
0008f66f5804877333ab9942c880b4a222f5b1a9f6ce272fd7b22a57a7e0bf05,"[685816041, 815092005, 685816036, 452898031, 815092004, 763275014, 836997011, 687635016, 685811002, 574109042, 797079002, 816586006, 945995002, 523490007, 855834006]",806300002,0.06,897221001,0.43,739529008,0.99,815092004,0.85,669091022,0.6
0008f66f5804877333ab9942c880b4a222f5b1a9f6ce272fd7b22a57a7e0bf05,"[685816041, 815092005, 685816036, 452898031, 815092004, 763275014, 836997011, 687635016, 685811002, 574109042, 797079002, 816586006, 945995002, 523490007, 855834006]",576645001,0.05,638961003,0.42,651456004,0.99,815092005,0.85,815092005,0.6
0008f66f5804877333ab9942c880b4a222f5b1a9f6ce272fd7b22a57a7e0bf05,"[685816041, 815092005, 685816036, 452898031, 815092004, 763275014, 836997011, 687635016, 685811002, 574109042, 797079002, 816586006, 945995002, 523490007, 855834006]",600016001,0.05,892823005,0.41,483290004,0.99,815092010,0.85,783543005,0.59
0008f66f5804877333ab9942c880b4a222f5b1a9f6ce272fd7b22a57a7e0bf05,"[685816041, 815092005, 685816036, 452898031, 815092004, 763275014, 836997011, 687635016, 685811002, 574109042, 797079002, 816586006, 945995002, 523490007, 855834006]",628750001,0.05,848510001,0.4,844991001,0.99,815092011,0.85,624684005,0.59
0008f66f5804877333ab9942c880b4a222f5b1a9f6ce272fd7b22a57a7e0bf05,"[685816041, 815092005, 685816036, 452898031, 815092004, 763275014, 836997011, 687635016, 685811002, 574109042, 797079002, 816586006, 945995002, 523490007, 855834006]",705242014,0.05,850784005,0.39,603774007,0.99,815092001,0.85,598755015,0.59
0011f194a4ff7534d875cb7d024af302b09f46042db7cf16328f9d6374097d8b,"[664405002, 890123001, 755575002, 832732003]",537076003,0.1,890123001,0.72,710931001,0.88,879989001,0.86,579410003,0.63
0011f194a4ff7534d875cb7d024af302b09f46042db7cf16328f9d6374097d8b,"[664405002, 890123001, 755575002, 832732003]",592668002,0.09,749821004,0.7,732673002,0.87,879989002,0.86,653553001,0.63
0011f194a4ff7534d875cb7d024af302b09f46042db7cf16328f9d6374097d8b,"[664405002, 890123001, 755575002, 832732003]",568251002,0.09,850678003,0.68,912075007,0.87,879989006,0.86,606660001,0.63
0011f194a4ff7534d875cb7d024af302b09f46042db7cf16328f9d6374097d8b,"[664405002, 890123001, 755575002, 832732003]",919482002,0.09,755575002,0.67,628425017,0.86,524363005,0.85,638494001,0.63
0011f194a4ff7534d875cb7d024af302b09f46042db7cf16328f9d6374097d8b,"[664405002, 890123001, 755575002, 832732003]",761948002,0.09,662592004,0.66,755575002,0.86,859324001,0.85,768211001,0.63
0011f194a4ff7534d875cb7d024af302b09f46042db7cf16328f9d6374097d8b,"[664405002, 890123001, 755575002, 832732003]",420049002,0.09,756400002,0.66,845189003,0.85,859324002,0.85,453358003,0.63
0011f194a4ff7534d875cb7d024af302b09f46042db7cf16328f9d6374097d8b,"[664405002, 890123001, 755575002, 832732003]",898889002,0.09,825719001,0.65,577512007,0.85,773264003,0.85,224606025,0.63
0011f194a4ff7534d875cb7d024af302b09f46042db7cf16328f9d6374097d8b,"[664405002, 890123001, 755575002, 832732003]",763836003,0.09,633965002,0.65,864883001,0.85,773264001,0.85,856927003,0.59
001b9ee636090fa2beb0965d7d9b646f221c64369786175c5763ad1a36548c88,"[703843003, 663015003, 719002001]",651645003,0.12,663015003,0.55,765535003,0.99,662857003,0.94,663015003,0.51
001b9ee636090fa2beb0965d7d9b646f221c64369786175c5763ad1a36548c88,"[703843003, 663015003, 719002001]",870447002,0.12,761713011,0.51,767422004,0.99,662857002,0.94,751437006,0.47
001b9ee636090fa2beb0965d7d9b646f221c64369786175c5763ad1a36548c88,"[703843003, 663015003, 719002001]",849747003,0.12,819181002,0.51,818032001,0.99,662857001,0.94,705973003,0.42
001b9ee636090fa2beb0965d7d9b646f221c64369786175c5763ad1a36548c88,"[703843003, 663015003, 719002001]",255396010,0.11,826500002,0.5,823066002,0.99,662857004,0.94,719002001,0.42
001b9ee636090fa2beb0965d7d9b646f221c64369786175c5763ad1a36548c88,"[703843003, 663015003, 719002001]",624486091,0.11,597311001,0.5,583451002,0.99,662857007,0.94,826492001,0.42
001b9ee636090fa2beb0965d7d9b646f221c64369786175c5763ad1a36548c88,"[703843003, 663015003, 719002001]",840989004,0.11,663140004,0.49,608210010,0.99,662857005,0.94,644342001,0.42
001b9ee636090fa2beb0965d7d9b646f221c64369786175c5763ad1a36548c88,"[703843003, 663015003, 719002001]",542010005,0.11,689985002,0.49,820360001,0.99,647471001,0.94,698943005,0.41
001b9ee636090fa2beb0965d7d9b646f221c64369786175c5763ad1a36548c88,"[703843003, 663015003, 719002001]",608789004,0.11,312878010,0.48,763708009,0.99,676090001,0.94,637280003,0.41
000fa62c9e64d11bc25c530736949fd8dfc9a39d50c4536663320c4fb28abda0,"[448509001, 554479001, 720125001, 524529004, 816589002, 855793004, 706016001, 826150008, 816592007, 748355002, 748355006]",493420005,0.07,746994001,0.71,723054002,0.84,613919002,0.83,748355002,0.64
000fa62c9e64d11bc25c530736949fd8dfc9a39d50c4536663320c4fb28abda0,"[448509001, 554479001, 720125001, 524529004, 816589002, 855793004, 706016001, 826150008, 816592007, 748355002, 748355006]",866792001,0.07,554479001,0.69,781400002,0.84,613919001,0.83,752689008,0.64
000fa62c9e64d11bc25c530736949fd8dfc9a39d50c4536663320c4fb28abda0,"[448509001, 554479001, 720125001, 524529004, 816589002, 855793004, 706016001, 826150008, 816592007, 748355002, 748355006]",576129001,0.07,825811004,0.67,744112008,0.83,613919003,0.83,645126001,0.61
000fa62c9e64d11bc25c530736949fd8dfc9a39d50c4536663320c4fb28abda0,"[448509001, 554479001, 720125001, 524529004, 816589002, 855793004, 706016001, 826150008, 816592007, 748355002, 748355006]",864980001,0.06,642895001,0.67,626443021,0.82,663443008,0.83,810231002,0.61
000fa62c9e64d11bc25c530736949fd8dfc9a39d50c4536663320c4fb28abda0,"[448509001, 554479001, 720125001, 524529004, 816589002, 855793004, 706016001, 826150008, 816592007, 748355002, 748355006]",932424002,0.06,554479005,0.65,651275003,0.8,663443002,0.83,731251002,0.58
000fa62c9e64d11bc25c530736949fd8dfc9a39d50c4536663320c4fb28abda0,"[448509001, 554479001, 720125001, 524529004, 816589002, 855793004, 706016001, 826150008, 816592007, 748355002, 748355006]",890095001,0.06,741356001,0.65,741306001,0.78,663443013,0.83,605094020,0.55
000fa62c9e64d11bc25c530736949fd8dfc9a39d50c4536663320c4fb28abda0,"[448509001, 554479001, 720125001, 524529004, 816589002, 855793004, 706016001, 826150008, 816592007, 748355002, 748355006]",874754005,0.06,816423001,0.63,677208001,0.77,663443014,0.83,681970001,0.54
000fa62c9e64d11bc25c530736949fd8dfc9a39d50c4536663320c4fb28abda0,"[448509001, 554479001, 720125001, 524529004, 816589002, 855793004, 706016001, 826150008, 816592007, 748355002, 748355006]",551943001,0.06,698718003,0.63,783864001,0.76,663443012,0.83,571538003,0.54
000afd8e9c4f46dd652394191c326355a24bd552981b690aefbefdafd8a3c710,"[649059002, 655252002, 576775001, 576775001, 663035002, 569999007, 569999007, 569999007, 710402001, 710402001, 569998002, 569998002, 569998002, 624257003, 715786001, 693242002, 741985002, 194037001, 516000102, 516000091, 786818001, 802459001, 869005001]",771328004,0.12,836605005,0.66,816353001,0.97,801673004,0.85,525831014,0.58
000afd8e9c4f46dd652394191c326355a24bd552981b690aefbefdafd8a3c710,"[649059002, 655252002, 576775001, 576775001, 663035002, 569999007, 569999007, 569999007, 710402001, 710402001, 569998002, 569998002, 569998002, 624257003, 715786001, 693242002, 741985002, 194037001, 516000102, 516000091, 786818001, 802459001, 869005001]",824748007,0.12,836605004,0.66,678692007,0.97,801673002,0.85,636587016,0.57
000afd8e9c4f46dd652394191c326355a24bd552981b690aefbefdafd8a3c710,"[649059002, 655252002, 576775001, 576775001, 663035002, 569999007, 569999007, 569999007, 710402001, 710402001, 569998002, 569998002, 569998002, 624257003, 715786001, 693242002, 741985002, 194037001, 516000102, 516000091, 786818001, 802459001, 869005001]",871495001,0.12,782536001,0.66,813504016,0.97,801673006,0.85,593829030,0.57
000afd8e9c4f46dd652394191c326355a24bd552981b690aefbefdafd8a3c710,"[649059002, 655252002, 576775001, 576775001, 663035002, 569999007, 569999007, 569999007, 710402001, 710402001, 569998002, 569998002, 569998002, 624257003, 715786001, 693242002, 741985002, 194037001, 516000102, 516000091, 786818001, 802459001, 869005001]",822495007,0.11,747291002,0.66,625868009,0.97,801673005,0.85,570003012,0.57
000afd8e9c4f46dd652394191c326355a24bd552981b690aefbefdafd8a3c710,"[649059002, 655252002, 576775001, 576775001, 663035002, 569999007, 569999007, 569999007, 710402001, 710402001, 569998002, 569998002, 569998002, 624257003, 715786001, 693242002, 741985002, 194037001, 516000102, 516000091, 786818001, 802459001, 869005001]",732409040,0.11,662369033,0.62,508543030,0.97,801673015,0.85,525821004,0.57
000afd8e9c4f46dd652394191c326355a24bd552981b690aefbefdafd8a3c710,"[649059002, 655252002, 576775001, 576775001, 663035002, 569999007, 569999007, 569999007, 710402001, 710402001, 569998002, 569998002, 569998002, 624257003, 715786001, 693242002, 741985002, 194037001, 516000102, 516000091, 786818001, 802459001, 869005001]",682261020,0.11,582894005,0.62,826508005,0.97,801673003,0.85,570003011,0.57
000afd8e9c4f46dd652394191c326355a24bd552981b690aefbefdafd8a3c710,"[649059002, 655252002, 576775001, 576775001, 663035002, 569999007, 569999007, 569999007, 710402001, 710402001, 569998002, 569998002, 569998002, 624257003, 715786001, 693242002, 741985002, 194037001, 516000102, 516000091, 786818001, 802459001, 869005001]",771328003,0.11,794897002,0.62,665668002,0.96,801673001,0.85,570003018,0.57
000afd8e9c4f46dd652394191c326355a24bd552981b690aefbefdafd8a3c710,"[649059002, 655252002, 576775001, 576775001, 663035002, 569999007, 569999007, 569999007, 710402001, 710402001, 569998002, 569998002, 569998002, 624257003, 715786001, 693242002, 741985002, 194037001, 516000102, 516000091, 786818001, 802459001, 869005001]",927920001,0.11,689118001,0.62,433444021,0.96,801673014,0.85,570002028,0.56
001c0f6ba7f0f416024e3feb36b08912bf6d46d15f12dc61670ecb4cd4fb9c6f,"[507909001, 568597006]",897723002,0.12,507909001,0.8,747900001,0.97,903207001,0.86,889456001,0.54
001c0f6ba7f0f416024e3feb36b08912bf6d46d15f12dc61670ecb4cd4fb9c6f,"[507909001, 568597006]",897736001,0.12,507909026,0.76,816521001,0.97,903207002,0.86,703996002,0.54
001c0f6ba7f0f416024e3feb36b08912bf6d46d15f12dc61670ecb4cd4fb9c6f,"[507909001, 568597006]",892937002,0.11,568597006,0.76,722750003,0.97,903207003,0.86,762846029,0.54
001c0f6ba7f0f416024e3feb36b08912bf6d46d15f12dc61670ecb4cd4fb9c6f,"[507909001, 568597006]",887714003,0.11,507909024,0.75,813282002,0.97,568597028,0.85,916866001,0.54
001c0f6ba7f0f416024e3feb36b08912bf6d46d15f12dc61670ecb4cd4fb9c6f,"[507909001, 568597006]",880749002,0.11,568597007,0.73,653702001,0.97,568597008,0.85,550326001,0.54
001c0f6ba7f0f416024e3feb36b08912bf6d46d15f12dc61670ecb4cd4fb9c6f,"[507909001, 568597006]",787610003,0.11,568601007,0.7,623397002,0.97,568597024,0.85,601187001,0.54
001c0f6ba7f0f416024e3feb36b08912bf6d46d15f12dc61670ecb4cd4fb9c6f,"[507909001, 568597006]",797078018,0.11,507909022,0.7,379360022,0.97,568597033,0.85,507909001,0.54
001c0f6ba7f0f416024e3feb36b08912bf6d46d15f12dc61670ecb4cd4fb9c6f,"[507909001, 568597006]",886219001,0.11,568601016,0.69,686127006,0.97,568597022,0.85,507910001,0.54
001354f0aa112e85ad50b9bf85947f31d227f73c6f48a56d71bfe5b602f323fd,"[670634001, 622041001, 678294001, 660327001, 630316011, 630316011, 665508002, 690498005, 644967001, 599502020, 599502020, 705979005, 702982003, 667845001, 717490002, 717829002, 718732001, 722360003, 722360003, 644342001, 547783002, 758200001, 733094002, 697054015, 718582002, 739590001, 739590001, 739590001, 658506001, 658506001, 559630011]",544895001,0.08,630316011,0.8,887770002,0.96,908322001,0.91,758200001,0.4
001354f0aa112e85ad50b9bf85947f31d227f73c6f48a56d71bfe5b602f323fd,"[670634001, 622041001, 678294001, 660327001, 630316011, 630316011, 665508002, 690498005, 644967001, 599502020, 599502020, 705979005, 702982003, 667845001, 717490002, 717829002, 718732001, 722360003, 722360003, 644342001, 547783002, 758200001, 733094002, 697054015, 718582002, 739590001, 739590001, 739590001, 658506001, 658506001, 559630011]",650536002,0.08,671631006,0.79,694160005,0.96,685430002,0.91,790167004,0.4
001354f0aa112e85ad50b9bf85947f31d227f73c6f48a56d71bfe5b602f323fd,"[670634001, 622041001, 678294001, 660327001, 630316011, 630316011, 665508002, 690498005, 644967001, 599502020, 599502020, 705979005, 702982003, 667845001, 717490002, 717829002, 718732001, 722360003, 722360003, 644342001, 547783002, 758200001, 733094002, 697054015, 718582002, 739590001, 739590001, 739590001, 658506001, 658506001, 559630011]",544895003,0.08,750238001,0.78,906635003,0.95,685430001,0.91,739590001,0.39
001354f0aa112e85ad50b9bf85947f31d227f73c6f48a56d71bfe5b602f323fd,"[670634001, 622041001, 678294001, 660327001, 630316011, 630316011, 665508002, 690498005, 644967001, 599502020, 599502020, 705979005, 702982003, 667845001, 717490002, 717829002, 718732001, 722360003, 722360003, 644342001, 547783002, 758200001, 733094002, 697054015, 718582002, 739590001, 739590001, 739590001, 658506001, 658506001, 559630011]",233091015,0.08,696520002,0.78,889574008,0.95,731689002,0.91,760285004,0.39
001354f0aa112e85ad50b9bf85947f31d227f73c6f48a56d71bfe5b602f323fd,"[670634001, 622041001, 678294001, 660327001, 630316011, 630316011, 665508002, 690498005, 644967001, 599502020, 599502020, 705979005, 702982003, 667845001, 717490002, 717829002, 718732001, 722360003, 722360003, 644342001, 547783002, 758200001, 733094002, 697054015, 718582002, 739590001, 739590001, 739590001, 658506001, 658506001, 559630011]",904735002,0.08,640870001,0.77,660368001,0.95,766644008,0.91,666942001,0.39
001354f0aa112e85ad50b9bf85947f31d227f73c6f48a56d71bfe5b602f323fd,"[670634001, 622041001, 678294001, 660327001, 630316011, 630316011, 665508002, 690498005, 644967001, 599502020, 599502020, 705979005, 702982003, 667845001, 717490002, 717829002, 718732001, 722360003, 722360003, 644342001, 547783002, 758200001, 733094002, 697054015, 718582002, 739590001, 739590001, 739590001, 658506001, 658506001, 559630011]",716561001,0.08,639153003,0.76,579080002,0.95,663849003,0.9,790786001,0.38
001354f0aa112e85ad50b9bf85947f31d227f73c6f48a56d71bfe5b602f323fd,"[670634001, 622041001, 678294001, 660327001, 630316011, 630316011, 665508002, 690498005, 644967001, 599502020, 599502020, 705979005, 702982003, 667845001, 717490002, 717829002, 718732001, 722360003, 722360003, 644342001, 547783002, 758200001, 733094002, 697054015, 718582002, 739590001, 739590001, 739590001, 658506001, 658506001, 559630011]",749974008,0.08,902737002,0.75,717066003,0.95,663849001,0.9,697054088,0.38
001354f0aa112e85ad50b9bf85947f31d227f73c6f48a56d71bfe5b602f323fd,"[670634001, 622041001, 678294001, 660327001, 630316011, 630316011, 665508002, 690498005, 644967001, 599502020, 599502020, 705979005, 702982003, 667845001, 717490002, 717829002, 718732001, 722360003, 722360003, 644342001, 547783002, 758200001, 733094002, 697054015, 718582002, 739590001, 739590001, 739590001, 658506001, 658506001, 559630011]",407806002,0.08,723880001,0.75,800896002,0.95,715050004,0.9,635050002,0.38
002b150e1c5418d099514adad65bc0c6c07f0ada4ee2f248511d781695a7a066,"[625043004, 559630019, 767438004, 681181005, 660599004, 399223034, 767438004, 399223035, 613459017, 613459003, 821062001, 759483001]",681919002,0.11,399223025,0.59,680215001,0.84,779556001,0.83,626484001,0.43
002b150e1c5418d099514adad65bc0c6c07f0ada4ee2f248511d781695a7a066,"[625043004, 559630019, 767438004, 681181005, 660599004, 399223034, 767438004, 399223035, 613459017, 613459003, 821062001, 759483001]",255396010,0.11,613459017,0.59,631590005,0.84,662843001,0.83,626484004,0.42
002b150e1c5418d099514adad65bc0c6c07f0ada4ee2f248511d781695a7a066,"[625043004, 559630019, 767438004, 681181005, 660599004, 399223034, 767438004, 399223035, 613459017, 613459003, 821062001, 759483001]",911700001,0.1,399223004,0.59,648491001,0.83,331093002,0.83,691129001,0.42
002b150e1c5418d099514adad65bc0c6c07f0ada4ee2f248511d781695a7a066,"[625043004, 559630019, 767438004, 681181005, 660599004, 399223034, 767438004, 399223035, 613459017, 613459003, 821062001, 759483001]",573547001,0.1,613459002,0.57,885642001,0.83,331093006,0.83,688908006,0.42
002b150e1c5418d099514adad65bc0c6c07f0ada4ee2f248511d781695a7a066,"[625043004, 559630019, 767438004, 681181005, 660599004, 399223034, 767438004, 399223035, 613459017, 613459003, 821062001, 759483001]",874816002,0.1,669752002,0.57,909059001,0.83,331093001,0.83,688908015,0.42
002b150e1c5418d099514adad65bc0c6c07f0ada4ee2f248511d781695a7a066,"[625043004, 559630019, 767438004, 681181005, 660599004, 399223034, 767438004, 399223035, 613459017, 613459003, 821062001, 759483001]",542817001,0.1,708459004,0.57,863967002,0.83,851363004,0.82,845923003,0.42
002b150e1c5418d099514adad65bc0c6c07f0ada4ee2f248511d781695a7a066,"[625043004, 559630019, 767438004, 681181005, 660599004, 399223034, 767438004, 399223035, 613459017, 613459003, 821062001, 759483001]",870449001,0.1,399223026,0.56,744117018,0.83,851363002,0.82,626484005,0.42
002b150e1c5418d099514adad65bc0c6c07f0ada4ee2f248511d781695a7a066,"[625043004, 559630019, 767438004, 681181005, 660599004, 399223034, 767438004, 399223035, 613459017, 613459003, 821062001, 759483001]",874818002,0.1,615042010,0.56,900237002,0.82,851363001,0.82,838195001,0.42
0005c68366e7955683b7cdc75535f400d76c2e713b627733c2bd87f6c95b3738,"[741356002, 741356002, 824337001, 824337001, 741356008, 608945019]",854602004,0.09,741356002,0.84,644464002,0.97,741356002,0.97,863106001,0.62
0005c68366e7955683b7cdc75535f400d76c2e713b627733c2bd87f6c95b3738,"[741356002, 741356002, 824337001, 824337001, 741356008, 608945019]",593552003,0.09,824337001,0.83,858692004,0.96,741356001,0.97,884405004,0.62
0005c68366e7955683b7cdc75535f400d76c2e713b627733c2bd87f6c95b3738,"[741356002, 741356002, 824337001, 824337001, 741356008, 608945019]",854602009,0.09,698718002,0.79,749805001,0.96,741356005,0.97,490113018,0.62
0005c68366e7955683b7cdc75535f400d76c2e713b627733c2bd87f6c95b3738,"[741356002, 741356002, 824337001, 824337001, 741356008, 608945019]",616268001,0.09,741356008,0.78,615792001,0.96,741356004,0.97,884405005,0.62
0005c68366e7955683b7cdc75535f400d76c2e713b627733c2bd87f6c95b3738,"[741356002, 741356002, 824337001, 824337001, 741356008, 608945019]",911311001,0.08,824337007,0.77,585928001,0.95,741356003,0.97,830919001,0.62
0005c68366e7955683b7cdc75535f400d76c2e713b627733c2bd87f6c95b3738,"[741356002, 741356002, 824337001, 824337001, 741356008, 608945019]",672334001,0.08,741356001,0.77,693575002,0.95,741356009,0.97,873318001,0.62
0005c68366e7955683b7cdc75535f400d76c2e713b627733c2bd87f6c95b3738,"[741356002, 741356002, 824337001, 824337001, 741356008, 608945019]",838182002,0.08,824337002,0.76,654354001,0.95,741356008,0.97,884405002,0.62
0005c68366e7955683b7cdc75535f400d76c2e713b627733c2bd87f6c95b3738,"[741356002, 741356002, 824337001, 824337001, 741356008, 608945019]",701784032,0.08,741356004,0.75,879805001,0.95,824337003,0.94,825811006,0.62
00223713fc6c22247d7e5c69a4e4f8ca645ee85c330e7e1f5f92a8f98a100706,[720125001],870970004,0.13,720125001,0.87,720125001,1.0,720125040,1.0,817554001,0.7
